scenario_id,node_index,node_id,hop_distance,target_delay
SC030,9,M005,-1,0.0
SC030,10,P001,-1,0.0
SC030,11,P002,-1,0.0
SC030,12,P003,-1,0.0
SC030,13,P004,-1,0.0
SC030,14,P005,0,27.0
SC030,15,W001,-1,0.0
SC030,16,W002,-1,0.0
SC030,17,W003,-1,0.0
SC030,18,W004,-1,0.0
SC030,19,W005,1,19.31
SC030,20,D001,2,11.88
SC030,21,D002,-1,0.0
SC030,22,D003,-1,0.0
SC030,23,D004,-1,0.0
SC030,24,D005,-1,0.0
SC030,25,R001,3,5.94
SC030,26,R002,-1,0.0
SC030,27,R003,-1,0.0
SC030,28,R004,-1,0.0
SC030,29,R005,-1,0.0
